Context,ID,RU (Original),EN,ES,TR,AR
Frontend Label,schedule/ManageGameModal.tsx,Отправить ({game?.participants?.length}),,,,
Frontend Label,schedule/ManageGameModal.tsx,Профиль игрока,,,,
Frontend Label,schedule/ManageGameModal.tsx,Игр,,,,
Frontend Label,schedule/ManageGameModal.tsx,В игре с:,,,,
Frontend Label,schedule/ManageGameModal.tsx,Написать сообщение,,,,
Frontend Label,schedule/ManageGameModal.tsx,Сообщение игроку,,,,
Frontend Label,schedule/ManageGameModal.tsx,"setDmTarget(null)}
                                className=""flex-1 py-3 bg-slate-700 hover:bg-slate-600 rounded-xl font-bold""
                            >
                                Отмена",,,,
Frontend Label,schedule/ManageGameModal.tsx,✅ Настройки сохранены!,,,,
Frontend Label,schedule/ManageGameModal.tsx,❌ Ошибка сохранения,,,,
Frontend Label,schedule/ManageGameModal.tsx,Исключить игрока ${name}?,,,,
Frontend Label,schedule/ManageGameModal.tsx,🚫 ${name} исключен,,,,
Frontend Label,schedule/ManageGameModal.tsx,Ошибка удаления,,,,
Frontend Label,schedule/ManageGameModal.tsx,Подтвердить участие ${name}?,,,,
Frontend Label,schedule/ManageGameModal.tsx,✅ ${name} подтвержден,,,,
Frontend Label,schedule/ManageGameModal.tsx,Ошибка подтверждения,,,,
Frontend Label,schedule/ManageGameModal.tsx,📨 Сообщение отправлено ${dmTarget.first_name},,,,
Frontend Label,schedule/ManageGameModal.tsx,❌ Ошибка отправки,,,,
Frontend Label,schedule/ManageGameModal.tsx,❌ Ошибка сети,,,,
Frontend Label,schedule/ManageGameModal.tsx,Отправить сообщение всем участникам?,,,,
Frontend Label,schedule/ManageGameModal.tsx,📨 Отправлено ${d.sent} участникам,,,,
Frontend Label,schedule/ManageGameModal.tsx,Введите имя пользователя,,,,
Frontend Label,schedule/ManageGameModal.tsx,✅ ${data.playerName} приглашен!,,,,
Frontend Label,schedule/ManageGameModal.tsx,Ошибка приглашения,,,,
Frontend Label,schedule/ManageGameModal.tsx,Введите @username или имя...,,,,
Frontend Label,schedule/ManageGameModal.tsx,Написать,,,,
Frontend Label,schedule/ManageGameModal.tsx,Исключить,,,,
Frontend Label,schedule/ManageGameModal.tsx,Введите текст объявления...,,,,
Frontend Label,schedule/ManageGameModal.tsx,Введите сообщение...,,,,
Frontend Label,schedule/ParticipantsModal.tsx,Участники ({participants.length}/{game.max}),,,,
Frontend Label,schedule/ParticipantsModal.tsx,На проверке,,,,
Frontend Label,schedule/ParticipantsModal.tsx,Подтвержден,,,,
Frontend Label,schedule/ParticipantsModal.tsx,Пока никого нет...,,,,
Frontend Label,schedule/page.tsx,{viewMode === 'history' ? 'История игр' : 'Расписание'},,,,
Frontend Label,schedule/page.tsx,"setShowCreateModal(true)}
                        className=""bg-green-600 hover:bg-green-500 text-white p-2 text-sm rounded-lg font-bold flex items-center gap-1 shadow-lg shadow-green-900/20""
                    >
                        + Создать",,,,
Frontend Label,schedule/page.tsx,{viewMode === 'history' ? 'История пуста' : 'Нет запланированных игр'},,,,
Frontend Label,schedule/page.tsx,"{(user?.isMaster && viewMode === 'upcoming')
                                ? 'Нажмите ""Создать"", чтобы запланировать игру'
                                : (viewMode === 'history' ? 'Вы еще не участвовали в играх' : 'Загляните позже')
                            }",,,,
Frontend Label,schedule/page.tsx,"setShowCreateModal(true)}
                                className=""mt-4 bg-slate-800 text-blue-400 border border-slate-700 px-4 py-2 rounded-lg font-bold hover:bg-slate-700 transition""
                            >
                                Создать игру",,,,
Frontend Label,schedule/page.tsx,(МСК),,,,
Frontend Label,schedule/page.tsx,{game.localTime} (Ваше время),,,,
Frontend Label,schedule/page.tsx,"setEditingGame(game)}
                                            className=""w-full bg-slate-700 hover:bg-slate-600 py-3 rounded-lg font-bold flex items-center justify-center gap-2 transition-colors active:scale-95 border border-slate-600""
                                        >
                                            ⚙️ Редактировать",,,,
Frontend Label,schedule/page.tsx,Отменить запись,,,,
Frontend Label,schedule/page.tsx,"Вы уверены, что хотите отменить запись?",,,,
Frontend Label,schedule/page.tsx,Запись отменена,,,,
Frontend Label,schedule/page.tsx,Ошибка отмены,,,,
Frontend Label,schedule/page.tsx,История игр,,,,
Frontend Label,schedule/page.tsx,Расписание,,,,
Frontend Label,schedule/page.tsx,Нет запланированных игр,,,,
Frontend Label,schedule/page.tsx,", чтобы запланировать игру",,,,
Frontend Label,schedule/page.tsx,Вы еще не участвовали в играх,,,,
Frontend Label,schedule/page.tsx,Загляните позже,,,,
Frontend Label,super-admin/CardEditor.tsx,карточек,,,,
Frontend Label,super-admin/CardEditor.tsx,For MLM: Income per partner (с каждого партнера),,,,
Frontend Label,super-admin/CardEditor.tsx,">
                        Всего: <span className=",,,,
Frontend Label,super-admin/page.tsx,Выйти,,,,
